ID Usuario,subject,fecha_recepcion_requerimiento,descriptions_anonymized
0010030,Necesito saber si esto tiene garantía.,2023-06-11 08:06:36,"desde future systems, XY informa: esto comenzó hace un par de horas: necesito saber si esto tiene garantía.. también quiero reportar que teclado no funciona, ratón se traba y pantalla con problemas."
0010099,Problemas de audio y webcam no funciona.,2023-09-30 08:10:29,"desde future systems, XY informa: he notado que desde la semana pasada: problemas de audio y webcam no funciona.. también quiero reportar que problemas con aplicaciones específicas, cierres inesperados."
0010110,El WiFi es intermitente y el sistema está lento.,2022-07-06 18:13:42,"problema: he notado que desde la semana pasada: el wifi es intermitente y el sistema está lento.. también quiero reportar que problemas de conectividad wifi intermitente.. contacto: XY, cloud services."
0010078,Ventilador hace mucho ruido.,2022-12-15 18:19:26,reporte de global innovations por parte de XY: recientemente he tenido un inconveniente: ventilador hace mucho ruido.. también quiero reportar que mensajes de error constantes en el sistema.
0010094,Impresora no imprime y problemas de conectividad WiFi.,2023-10-02 16:37:01,"problema: hoy ha ocurrido lo siguiente: impresora no imprime y problemas de conectividad wifi.. además, también he notado que me siento impotente ante estos fallos continuos.. contacto: XY, data dynamics."
0010111,Desarrollo de una nueva aplicación: sistema de gestión de inventario.,2022-11-20 08:55:51,"problema: esto comenzó hace un par de horas: desarrollo de una nueva aplicación: sistema de gestión de inventario.. contacto: XY, future systems."
0010112,"Necesito una solución rápida, esto está afectando mi productividad.",2022-09-23 02:40:50,"desde digital edge, XY informa: necesito una solución rápida, esto está afectando mi productividad."
0010113,"Batería agotada rápidamente, sobrecalentamiento y fallos de energía.",2022-08-04 14:32:04,"problema: recientemente he tenido un inconveniente: batería agotada rápidamente, sobrecalentamiento y fallos de energía.. además, también he notado que esta es la tercera vez en el mes que tengo este problema, ¿hay alguna solución definitiva?. contacto: XY, code builders."
0010114,"Por favor, envíen a a un técnico a mi oficina.",2023-01-14 16:38:48,"reporte de global innovations por parte de XY mosquera: por favor, envíen a a un técnico a mi oficina."
0010115,El WiFi es intermitente y el sistema está lento.,2022-07-30 16:01:55,"problema: recientemente he tenido un inconveniente: el wifi es intermitente y el sistema está lento.. contacto: josefa XY, secureit."
0010116,Problemas con el software de correo electrónico.,2022-07-04 03:59:40,"recientemente he tenido un inconveniente: problemas con el software de correo electrónico.. atentamente, XY de code builders."
0010117,"Esta es la tercera vez en el mes que tengo este problema, ¿hay alguna solución definitiva?",2023-06-20 20:24:54,"XY (global innovations) reporta el siguiente inconveniente: recientemente he tenido un inconveniente: esta es la tercera vez en el mes que tengo este problema, ¿hay alguna solución definitiva?"
0010118,¿Me pueden agendar una cita para resolverlo lo antes posible?,2022-02-07 03:03:29,XY valderrama (data dynamics) reporta el siguiente inconveniente: he notado que desde la semana pasada: ¿me pueden agendar una cita para resolverlo lo antes posible?
0010119,La impresora no funciona y tengo que entregar unos documentos importantes hoy. ¿Qué hago?,2022-08-18 08:57:45,soy XY de code builders y tengo el siguiente problema: recientemente he tenido un inconveniente: la impresora no funciona y tengo que entregar unos documentos importantes hoy. ¿qué hago?
0010096,"Ya no doy más con este equipo, necesito ayuda urgente.",2023-05-18 10:29:32,"problema: ya no doy más con este equipo, necesito ayuda urgente.. además, también he notado que batería agotada rápidamente, sobrecalentamiento y fallos de energía.. contacto: XY, cloud services."
0010120,"Actualizaciones de software, lentitud extrema y errores de sistema.",2022-04-14 05:53:51,"soy XY valderrama de future systems y tengo el siguiente problema: he notado que desde la semana pasada: actualizaciones de software, lentitud extrema y errores de sistema.. también quiero reportar que necesito una indicación como la vez anterior que se pudo resolver rápidamente."
0010121,"Sonido no funciona, micrófono no detectado y webcam con problemas.",2023-03-27 21:57:02,"reporte de networks corp por parte de XY: sonido no funciona, micrófono no detectado y webcam con problemas."
0010076,¿Por qué siempre me pasa esto a mí?,2022-08-16 16:17:45,"desde global innovations, XY informa: ¿por qué siempre me pasa esto a mí?"
0010122,"Fallo de memoria RAM, pantallazos azules.",2022-03-20 09:04:19,"fallo de memoria ram, pantallazos azules.. atentamente, XY de XY."
0010005,Conexión a red cableada falla y el sistema se reinicia.,2022-07-23 12:34:28,"conexión a red cableada falla y el sistema se reinicia.. atentamente, XY de global innovations."
0010064,Backup de datos fallido.,2023-04-07 19:28:34,"problema: backup de datos fallido.. contacto: XY, secureit."
0010123,Problemas de licencias y antivirus ineficaz.,2023-03-13 16:18:16,reporte de future systems por parte de XY: problemas de licencias y antivirus ineficaz.
0010110,Problemas con el teclado o el ratón.,2023-03-14 09:52:01,"problema: problemas con el teclado o el ratón.. contacto: XY, XY."
0010079,"Teclado no funciona, ratón se traba y pantalla con problemas.",2022-05-02 11:37:31,"soy XY de future systems y tengo el siguiente problema: he notado que desde la semana pasada: teclado no funciona, ratón se traba y pantalla con problemas."
0010124,Mensajes de error constantes en el sistema.,2022-08-02 22:02:08,"XY funes (data dynamics) reporta el siguiente inconveniente: mensajes de error constantes en el sistema.. también quiero reportar que quiero hablar con un supervisor, esto no puede seguir así."
0010125,Problemas de licencias y antivirus ineficaz.,2022-08-21 05:19:05,soy XY de digital edge y tengo el siguiente problema: problemas de licencias y antivirus ineficaz.
0010009,"Puertos USB inoperativos, falta de espacio y rendimiento deficiente.",2022-01-25 14:58:13,"problema: puertos usb inoperativos, falta de espacio y rendimiento deficiente.. también quiero reportar que monitor externo no detectado y no hay señal de video.. contacto: josefa XY, global innovations."
0010126,Antivirus detecta amenazas y el navegador web está lento.,2022-10-18 20:05:58,XY (secureit) reporta el siguiente inconveniente: esto comenzó hace un par de horas: antivirus detecta amenazas y el navegador web está lento.. a esto se suma el inconveniente de que desarrollo de una nueva aplicación: sistema de gestión de inventario.
0010093,Pantalla externa no detectada y errores gráficos.,2022-06-19 02:32:42,soy XY de XY y tengo el siguiente problema: esto pasa desde ayer: pantalla externa no detectada y errores gráficos.
0010065,Conexión a red cableada falla.,2022-08-22 09:53:17,"conexión a red cableada falla.. atentamente, XY cala de XY."
0010127,Antivirus detecta amenazas y el navegador web está lento.,2022-01-27 23:08:37,reporte de XY por parte de XY cala: antivirus detecta amenazas y el navegador web está lento.. también quiero reportar que necesito una indicación como la vez anterior que se pudo resolver rápidamente.
0010128,Pantalla parpadea y rendimiento general bajo.,2022-06-05 13:54:40,"pantalla parpadea y rendimiento general bajo.. atentamente, XY asprilla de secureit."
0010129,Necesitamos una nueva herramienta para la automatización de procesos internos.,2023-04-09 14:07:38,"problema: hoy ha ocurrido lo siguiente: necesitamos una nueva herramienta para la automatización de procesos internos.. también quiero reportar que problemas con la sincronización de archivos en la nube.. contacto: XY, XY."
0010044,Backup de datos fallido.,2022-10-12 05:51:58,soy josefa XY de secureit y tengo el siguiente problema: el problema se presenta desde hace unos días: backup de datos fallido.
0010123,Problemas de audio y webcam no funciona.,2022-08-02 23:28:27,"recientemente he tenido un inconveniente: problemas de audio y webcam no funciona.. atentamente, XY de data dynamics."
0010130,"No enciende, posible problema de fuente de poder.",2022-06-03 20:19:17,"reporte de code builders por parte de XY: he notado que desde la semana pasada: no enciende, posible problema de fuente de poder."
0010131,Problemas con el teclado o el ratón.,2022-11-08 12:58:23,"problema: problemas con el teclado o el ratón.. además, también he notado que conexión a internet lenta, navegador web con fallos y mensajes emergentes.. contacto: josefa XY, cloud services."
0010132,Cámara web no funciona.,2022-03-10 18:37:50,soy XY de data dynamics y tengo el siguiente problema: he notado que desde la semana pasada: cámara web no funciona.. también quiero reportar que el sistema se reinicia constantemente.
0010107,"No enciende, sin señal de video y disco duro defectuoso.",2023-12-03 14:24:54,"problema: hoy ha ocurrido lo siguiente: no enciende, sin señal de video y disco duro defectuoso.. contacto: XY cala, XY."
0010036,Sobrecalentamiento del equipo.,2022-12-09 10:04:46,soy XY de cloud services y tengo el siguiente problema: recientemente he tenido un inconveniente: sobrecalentamiento del equipo.
0010133,Antivirus detecta amenazas y el navegador web está lento.,2022-07-04 17:58:34,soy XY de cloud services y tengo el siguiente problema: antivirus detecta amenazas y el navegador web está lento.
0010134,Estoy harto de los problemas con este software.,2022-09-16 11:17:24,"estoy harto de los problemas con este software.. atentamente, XY mosquera de XY."
0010078,Quiero solicitar una mejora en la interfaz de usuario del software actual.,2023-12-15 18:29:33,"reporte de code builders por parte de XY: quiero solicitar una mejora en la interfaz de usuario del software actual.. además, también he notado que ventilador hace mucho ruido."
0010135,La impresora no se detecta y hay fallos de seguridad.,2022-09-07 14:31:41,"reporte de XY por parte de XY funes: esto comenzó hace un par de horas: la impresora no se detecta y hay fallos de seguridad.. a esto se suma el inconveniente de que fallo en disco duro, pérdida de datos."
0010136,La batería se descarga muy rápido y el equipo se sobrecalienta.,2022-02-22 01:06:46,XY (global innovations) reporta el siguiente inconveniente: recientemente he tenido un inconveniente: la batería se descarga muy rápido y el equipo se sobrecalienta.
0010137,El equipo no enciende y la pantalla tiene píxeles muertos.,2023-03-20 15:34:26,soy XY de global innovations y tengo el siguiente problema: el problema se presenta desde hace unos días: el equipo no enciende y la pantalla tiene píxeles muertos.. a esto se suma el inconveniente de que error al iniciar sesión en el sistema.
0010138,"El ventilador hace un ruido insoportable y el equipo se calienta demasiado, ya no aguanto más.",2022-11-05 04:21:48,"problema: he notado que desde la semana pasada: el ventilador hace un ruido insoportable y el equipo se calienta demasiado, ya no aguanto más.. a esto se suma el inconveniente de que el equipo no responde y la pantalla está en negro.. contacto: XY, XY."
0010112,"El ventilador hace un ruido insoportable y el equipo se calienta demasiado, ya no aguanto más.",2022-03-15 11:16:11,"soy XY de secureit y tengo el siguiente problema: el ventilador hace un ruido insoportable y el equipo se calienta demasiado, ya no aguanto más.. y para colmo, el disco duro emite ruidos extraños y hay lentitud general."
0010023,Cámara web no funciona.,2023-10-25 22:21:58,reporte de secureit por parte de XY: esto pasa desde ayer: cámara web no funciona.. también quiero reportar que necesito saber si esto tiene garantía.
0010117,Conexión de red inestable y actualizaciones fallidas.,2023-02-23 15:02:06,"problema: conexión de red inestable y actualizaciones fallidas.. además, también he notado que se ha olvidado la contraseña de usuario.. contacto: XY, data dynamics."
0010061,Solicitud de nueva característica: integración con CRM.,2023-03-11 07:13:54,"problema: esto pasa desde ayer: solicitud de nueva característica: integración con crm.. contacto: XY, cloud services."
