ID Usuario,subject,fecha_recepcion_requerimiento,descriptions_anonymized,tipo_mantenimiento
10102,Se ha olvidado la contraseña de usuario.,2022-05-25 13:05:24,"XY (XY) reporta el siguiente inconveniente: esto pasa desde ayer: se ha olvidado la contraseña de usuario.. además, también he notado que esta es la tercera vez en el mes que tengo este problema, ¿hay alguna solución definitiva?",Mantenimiento Correctivo
10056,Teclas pegajosas o que no responden y el touchpad salta.,2023-06-03 13:17:21,"desde XY, josefa XY informa: el problema se presenta desde hace unos días: teclas pegajosas o que no responden y el touchpad salta.",Mantenimiento Correctivo
10103,"Problemas de seguridad, software no responde y reinicios aleatorios.",2022-12-27 03:11:16,"problema: problemas de seguridad, software no responde y reinicios aleatorios.. contacto: XY valderrama, secureit.",Mantenimiento Correctivo
10010,"Sistema operativo lento, necesita optimización.",2023-03-01 16:54:08,"XY (cloud services) reporta el siguiente inconveniente: recientemente he tenido un inconveniente: sistema operativo lento, necesita optimización.",Mantenimiento Correctivo
10104,"Error en la BIOS/UEFI, el equipo no arranca.",2022-06-29 08:55:19,"soy XY de networks corp y tengo el siguiente problema: el problema se presenta desde hace unos días: error en la bios/uefi, el equipo no arranca.",Mantenimiento Correctivo
10036,Estoy harto de los problemas con este software.,2023-02-21 17:27:01,"XY (digital edge) reporta el siguiente inconveniente: estoy harto de los problemas con este software.. y para colmo, fallo en el disco duro y problemas con el sistema operativo.",Mantenimiento Correctivo
10105,Batería no carga correctamente.,2023-02-23 06:02:56,soy XY de networks corp y tengo el siguiente problema: batería no carga correctamente.,Mantenimiento Correctivo
10106,"Por favor, díganme qué necesito comprar para arreglarlo.",2022-02-19 17:39:47,"desde data dynamics, XY informa: por favor, díganme qué necesito comprar para arreglarlo.. a esto se suma el inconveniente de que sobrecalentamiento del equipo.",Mantenimiento Correctivo
10102,Archivos corruptos y no se pueden abrir.,2023-03-20 20:04:52,XY (XY) reporta el siguiente inconveniente: esto comenzó hace un par de horas: archivos corruptos y no se pueden abrir.,Mantenimiento Correctivo
10082,Impresora no imprime y problemas de conectividad WiFi.,2023-07-23 08:07:13,soy XY de XY y tengo el siguiente problema: impresora no imprime y problemas de conectividad wifi.,Mantenimiento Correctivo
10107,"Estoy realmente frustrado, mi equipo no funciona desde hace días.",2022-07-29 11:48:49,"problema: el problema se presenta desde hace unos días: estoy realmente frustrado, mi equipo no funciona desde hace días.. contacto: XY cala, XY.",Mantenimiento Correctivo
10108,"Fallo en disco duro, pérdida de datos.",2023-08-10 08:43:01,"soy josefa XY de cloud services y tengo el siguiente problema: he notado que desde la semana pasada: fallo en disco duro, pérdida de datos.",Mantenimiento Correctivo
10021,Software de ofimática no se abre.,2023-09-24 08:17:09,soy XY mosquera de digital edge y tengo el siguiente problema: software de ofimática no se abre.,Mantenimiento Correctivo
10109,"Esto es inaceptable, necesito una solución de inmediato o cancelaré el servicio.",2023-06-18 08:39:53,"reporte de global innovations por parte de XY: esto es inaceptable, necesito una solución de inmediato o cancelaré el servicio.",Mantenimiento Correctivo
10035,Se ha olvidado la contraseña de usuario.,2023-11-12 14:30:18,"problema: esto pasa desde ayer: se ha olvidado la contraseña de usuario.. contacto: XY funes, future systems.",Mantenimiento Correctivo
10029,No se puede abrir ningún programa y el sistema está congelado.,2023-03-12 23:17:58,"XY funes (networks corp) reporta el siguiente inconveniente: no se puede abrir ningún programa y el sistema está congelado.. además, también he notado que software se congela, lentitud y fallo en disco duro.",Mantenimiento Correctivo
10030,Necesito saber si esto tiene garantía.,2023-06-11 08:06:36,"desde future systems, XY informa: esto comenzó hace un par de horas: necesito saber si esto tiene garantía.. también quiero reportar que teclado no funciona, ratón se traba y pantalla con problemas.",Mantenimiento Correctivo
10099,Problemas de audio y webcam no funciona.,2023-09-30 08:10:29,"desde future systems, XY informa: he notado que desde la semana pasada: problemas de audio y webcam no funciona.. también quiero reportar que problemas con aplicaciones específicas, cierres inesperados.",Mantenimiento Correctivo
10110,El WiFi es intermitente y el sistema está lento.,2022-07-06 18:13:42,"problema: he notado que desde la semana pasada: el wifi es intermitente y el sistema está lento.. también quiero reportar que problemas de conectividad wifi intermitente.. contacto: XY, cloud services.",Mantenimiento Correctivo
10078,Ventilador hace mucho ruido.,2022-12-15 18:19:26,reporte de global innovations por parte de XY: recientemente he tenido un inconveniente: ventilador hace mucho ruido.. también quiero reportar que mensajes de error constantes en el sistema.,Mantenimiento Correctivo
10094,Impresora no imprime y problemas de conectividad WiFi.,2023-10-02 16:37:01,"problema: hoy ha ocurrido lo siguiente: impresora no imprime y problemas de conectividad wifi.. además, también he notado que me siento impotente ante estos fallos continuos.. contacto: XY, data dynamics.",Mantenimiento Correctivo
10111,Desarrollo de una nueva aplicación: sistema de gestión de inventario.,2022-11-20 08:55:51,"problema: esto comenzó hace un par de horas: desarrollo de una nueva aplicación: sistema de gestión de inventario.. contacto: XY, future systems.",Mantenimiento Evolutivo
10112,"Necesito una solución rápida, esto está afectando mi productividad.",2022-09-23 02:40:50,"desde digital edge, XY informa: necesito una solución rápida, esto está afectando mi productividad.",Mantenimiento Correctivo
10113,"Batería agotada rápidamente, sobrecalentamiento y fallos de energía.",2022-08-04 14:32:04,"problema: recientemente he tenido un inconveniente: batería agotada rápidamente, sobrecalentamiento y fallos de energía.. además, también he notado que esta es la tercera vez en el mes que tengo este problema, ¿hay alguna solución definitiva?. contacto: XY, code builders.",Mantenimiento Correctivo
10114,"Por favor, envíen a a un técnico a mi oficina.",2023-01-14 16:38:48,"reporte de global innovations por parte de XY mosquera: por favor, envíen a a un técnico a mi oficina.",Mantenimiento Correctivo
10115,El WiFi es intermitente y el sistema está lento.,2022-07-30 16:01:55,"problema: recientemente he tenido un inconveniente: el wifi es intermitente y el sistema está lento.. contacto: josefa XY, secureit.",Mantenimiento Correctivo
10116,Problemas con el software de correo electrónico.,2022-07-04 03:59:40,"recientemente he tenido un inconveniente: problemas con el software de correo electrónico.. atentamente, XY de code builders.",Mantenimiento Correctivo
10117,"Esta es la tercera vez en el mes que tengo este problema, ¿hay alguna solución definitiva?",2023-06-20 20:24:54,"XY (global innovations) reporta el siguiente inconveniente: recientemente he tenido un inconveniente: esta es la tercera vez en el mes que tengo este problema, ¿hay alguna solución definitiva?",Mantenimiento Correctivo
10118,¿Me pueden agendar una cita para resolverlo lo antes posible?,2022-02-07 03:03:29,XY valderrama (data dynamics) reporta el siguiente inconveniente: he notado que desde la semana pasada: ¿me pueden agendar una cita para resolverlo lo antes posible?,Mantenimiento Correctivo
10119,La impresora no funciona y tengo que entregar unos documentos importantes hoy. ¿Qué hago?,2022-08-18 08:57:45,soy XY de code builders y tengo el siguiente problema: recientemente he tenido un inconveniente: la impresora no funciona y tengo que entregar unos documentos importantes hoy. ¿qué hago?,Mantenimiento Correctivo
10096,"Ya no doy más con este equipo, necesito ayuda urgente.",2023-05-18 10:29:32,"problema: ya no doy más con este equipo, necesito ayuda urgente.. además, también he notado que batería agotada rápidamente, sobrecalentamiento y fallos de energía.. contacto: XY, cloud services.",Mantenimiento Correctivo
10120,"Actualizaciones de software, lentitud extrema y errores de sistema.",2022-04-14 05:53:51,"soy XY valderrama de future systems y tengo el siguiente problema: he notado que desde la semana pasada: actualizaciones de software, lentitud extrema y errores de sistema.. también quiero reportar que necesito una indicación como la vez anterior que se pudo resolver rápidamente.",Mantenimiento Correctivo
10121,"Sonido no funciona, micrófono no detectado y webcam con problemas.",2023-03-27 21:57:02,"reporte de networks corp por parte de XY: sonido no funciona, micrófono no detectado y webcam con problemas.",Mantenimiento Correctivo
10076,¿Por qué siempre me pasa esto a mí?,2022-08-16 16:17:45,"desde global innovations, XY informa: ¿por qué siempre me pasa esto a mí?",Mantenimiento Correctivo
10122,"Fallo de memoria RAM, pantallazos azules.",2022-03-20 09:04:19,"fallo de memoria ram, pantallazos azules.. atentamente, XY de XY.",Mantenimiento Correctivo
10005,Conexión a red cableada falla y el sistema se reinicia.,2022-07-23 12:34:28,"conexión a red cableada falla y el sistema se reinicia.. atentamente, XY de global innovations.",Mantenimiento Correctivo
10064,Backup de datos fallido.,2023-04-07 19:28:34,"problema: backup de datos fallido.. contacto: XY, secureit.",Mantenimiento Correctivo
10123,Problemas de licencias y antivirus ineficaz.,2023-03-13 16:18:16,reporte de future systems por parte de XY: problemas de licencias y antivirus ineficaz.,Mantenimiento Correctivo
10110,Problemas con el teclado o el ratón.,2023-03-14 09:52:01,"problema: problemas con el teclado o el ratón.. contacto: XY, XY.",Mantenimiento Correctivo
10079,"Teclado no funciona, ratón se traba y pantalla con problemas.",2022-05-02 11:37:31,"soy XY de future systems y tengo el siguiente problema: he notado que desde la semana pasada: teclado no funciona, ratón se traba y pantalla con problemas.",Mantenimiento Correctivo
10124,Mensajes de error constantes en el sistema.,2022-08-02 22:02:08,"XY funes (data dynamics) reporta el siguiente inconveniente: mensajes de error constantes en el sistema.. también quiero reportar que quiero hablar con un supervisor, esto no puede seguir así.",Mantenimiento Correctivo
10125,Problemas de licencias y antivirus ineficaz.,2022-08-21 05:19:05,soy XY de digital edge y tengo el siguiente problema: problemas de licencias y antivirus ineficaz.,Mantenimiento Correctivo
10009,"Puertos USB inoperativos, falta de espacio y rendimiento deficiente.",2022-01-25 14:58:13,"problema: puertos usb inoperativos, falta de espacio y rendimiento deficiente.. también quiero reportar que monitor externo no detectado y no hay señal de video.. contacto: josefa XY, global innovations.",Mantenimiento Correctivo
10126,Antivirus detecta amenazas y el navegador web está lento.,2022-10-18 20:05:58,XY (secureit) reporta el siguiente inconveniente: esto comenzó hace un par de horas: antivirus detecta amenazas y el navegador web está lento.. a esto se suma el inconveniente de que desarrollo de una nueva aplicación: sistema de gestión de inventario.,Mantenimiento Correctivo
10093,Pantalla externa no detectada y errores gráficos.,2022-06-19 02:32:42,soy XY de XY y tengo el siguiente problema: esto pasa desde ayer: pantalla externa no detectada y errores gráficos.,Mantenimiento Correctivo
10065,Conexión a red cableada falla.,2022-08-22 09:53:17,"conexión a red cableada falla.. atentamente, XY cala de XY.",Mantenimiento Correctivo
10127,Antivirus detecta amenazas y el navegador web está lento.,2022-01-27 23:08:37,reporte de XY por parte de XY cala: antivirus detecta amenazas y el navegador web está lento.. también quiero reportar que necesito una indicación como la vez anterior que se pudo resolver rápidamente.,Mantenimiento Correctivo
10128,Pantalla parpadea y rendimiento general bajo.,2022-06-05 13:54:40,"pantalla parpadea y rendimiento general bajo.. atentamente, XY asprilla de secureit.",Mantenimiento Correctivo
10129,Necesitamos una nueva herramienta para la automatización de procesos internos.,2023-04-09 14:07:38,"problema: hoy ha ocurrido lo siguiente: necesitamos una nueva herramienta para la automatización de procesos internos.. también quiero reportar que problemas con la sincronización de archivos en la nube.. contacto: XY, XY.",Mantenimiento Evolutivo
10044,Backup de datos fallido.,2022-10-12 05:51:58,soy josefa XY de secureit y tengo el siguiente problema: el problema se presenta desde hace unos días: backup de datos fallido.,Mantenimiento Correctivo
10123,Problemas de audio y webcam no funciona.,2022-08-02 23:28:27,"recientemente he tenido un inconveniente: problemas de audio y webcam no funciona.. atentamente, XY de data dynamics.",Mantenimiento Correctivo
